SpeciesBROAD	GroupName	LitterSz	Body_mass	Brain_mass	Colour_vision	Social_organization	Coenspecific_violence	Paternal_care	Female_Ranging_patterns	Infanticide	Mating_system	Gestation_length	Weaning_age	Weaning_prop	Seasonal_breeders	BodyMass_kg	BodyMassMale_kg	BodyMassFemale_kg	DielActivity	TrophicGuild	Locomotion	IUCN_ER	IUCN_Pop_Trend	Habitat	BrainSizeSpeciesMean	BrainSizeFemaleMean	Body.MassMaleMean	BodyMassFemaleMean	MassDimorphism	MeanGroupSize	AdultMales	AdultFemale	AdultSexRatio	InterbirthInterval_days	Gestation	WeaningAge_d	MaxLongevity_m	GR_MidRangeLat_dd	Precip_Mean_mm	Temp_Mean_degC	AET_Mean_mm	PET_Mean_mm	HomeRange_km2	DayLength_km	Territoriality	Fruit	Leaves	Fauna	CanineDimorphism	Feed	Move	Rest	Social	Mating.System	SocialSystem	NatalDispersal	StableGroups	Body.mass..g.	Endocranial.volume..cm3.	Neonatal.mass..g.	Offspring.per.litter	Interbirth.interval..days.	Gestation..days.	Lactation..days.	Age.of.female.at.first.reproduction..y.	Maximum.lifespan..y.	Maximum.possible.reproductive.success.under.optimal.conditions..rmax.	SocialMatingSystem	Monopolization	FemalesPerMaleInBreedingGroup	MalesPerBreedingGroup	SocialGroupSize	MaleBodyMass.SexSzeDimorphismDataset..in.g	FemaleBodyMass.SexSizeDimorphismDataset..in.g	SexualSizeDimorphism	MaleCanineHeight.in.mm	FemaleCanineHeight.in.mm	SexualCanineDimorphism	MaleBodyMass.CanineDataset..in.g	CombinedTestesMass.in.g	MaleBodyMass.TestesDataset..in.g	meanMaleBodyMass.in.g	HeadFlesh	HeadSkin	HeadHair	BodyFlesh	BodySkin	BodyHair	BodyPelageDichrom	GenitalFlesh	GenitalSkin	GenitalHair	SexualOrnamentDimorphism..ExcludingDichromatism.	SexualOrnamentDimorphism	TotalOrnamentDimorphism	BasalMetabolicRate_ml_O2.h	RestingMetabolicRate_kcal.day	R_Ratio_MtoF_DLCBirths	R_Mean_LitterSize	R_MostCommon_LitterSize	R_Freq_MostCommon_LitterSize	R_Min_LitterSize	R_Max_LitterSize	R_Expected_Gestation_d	R_Pattern_Breeding	R_Peak_Breeding_Month	R_Peak_Birth_Month	R_Min_Dam_AgeAtConcep_y	R_Min_Sire_AgeAtConcep_y	R_Max_Dam_AgeAtConcep_y	R_Max_Sire_AgeAtConcep_y	M_Mean_All_AdultWeight_g	M_Min_All_AdultWeight_g	M_Max_All_AdultWeight_g	M_Mean_M_AdultWeight_g	M_Min_M_AdultWeight_g	M_Max_M_AdultWeight_g	M_Mean_F_AdultWeight_g	M_Min_F_AdultWeight_g	M_Max_F_AdultWeight_g	M_Mean_All_NeonateWeight_g	M_Min_All_NeonateWeight_g	M_Max_All_NeonateWeight_g	M_Mean_M_NeonateWeight_g	M_Min_M_NeonateWeight_g	M_Max_M_NeonateWeight_g	M_Mean_All_YngAdultWeight_g	M_Min_All_YngAdultWeight_g	M_Max_All_YngAdultWeight_g	M_Mean_M_YngAdultWeight_g	M_Min_M_YngAdultWeight_g	M_Max_M_YngAdultWeight_g	M_Mean_F_YngAdultWeight_g	M_Min_F_YngAdultWeight_g	M_Max_F_YngAdultWeight_g	L_Max_All_Age_y	L_Max_M_Age_y	L_Max_F_Age_y	L_Median_All_Longevity_gt30d_y	L_Median_M_Longevity_gt30d_y	L_Median_F_Longevity_gt30d_y	L_Pct_All_InfMort_lt30d	L_Pct_M_InfMort_lt30d	L_Pct_F_InfMort_lt30d	L_Pct_ND_InfMort_lt30d	Dorsal.Luminance	Ventral.Luminance	Actual.evapotranspiraton..mm.	Positional.behaviour	BodyMassForOrganMass_g	FatFreeBodyMass_g	BrainMass_g	Heart_Mass_g	LungsMass_g	KidneysMass_g	LiverMass_g	DigestiveTractMass_g	StomachMass_g	IntestineMass_g	SpleenMass_g	VisceralOrganMass_g	AdiposeDepots_g	SemicircularCanalRadiusOfCurvatureMean_mm	AxialEyeDiameter_mm	VisualAcuity_cycles.deg	AgilityScore	BV	Medulla	Cerebellum	Mesencephalon	Diencephalon	Telencephalon	MOB	AOB	Piriform.Lobe	Septum	Striatum	Striatum..incl..NAcc.	Schizocortex	Hippocampus	Neocortex..GM.WM.	Neocortex..GM.	Epithalamus	Thalamus	Hypothalamus	Subthalamus	Pallidum	Subthalamic.Nucleus	Optic.Tract	V1..GM.	LGN	Paleocortex	Amygdala	Vmo	VII	XII	Granular.Insula	Dysgranular.Insula	Agranular.Insula	Insula..GM.	Albumin	Albumin.Globulin.Ratio	Albumin.protein.Ratio	Alkaline.Phosphatase	Amylase	Basophils..	Basophils.Abs	Bilirubin.Total	Blood.Urea.Nitrogen	Body.Weight	Bun.Creat.Ratio	Calcium	Chloride	Cholesterol	CPK	Creatinine	Eosinophils..	Eosinophils.Abs	GGT	Globulin	Glucose	Hematocrit	Hemoglobin	Lactic.Dehydrogenase	Lipase	Lymphocytes..	Lymphocytes.Abs	Magnesium	Mean.Corpuscular.Hemoglobin	Mean.Corpuscular.Volume	Mean.Corpusuclar.Hemoglobin.C	Monocytes..	Monocytes.Abs	Neutrophil.Band..	Neutrophil.Band.Abs	Neutrophil.Seg..	Neutrophil.Seg.Abs	Phosphorus	Platelets	Potassium	Red.Blood.Cells	Ser.Glut.Oxaloacetic.Transamin.	Ser.Glut.Pyruvic.Transaminase	Sodium	Total.Protein	Triglycerides	Uric.Acid	White.Blood.Cells	Total.T4	Carbon.Dioxide	Bicarbonate	Bilirubin.Direct	Diastolic.Blood.Pressure	Glycosylated.Hemoglobin	High.Density.Lipoprotein	Iron	Low.Density.Lipoprotein	Rectal.Body.Temperature	Systolic.Blood.Pressure	Fibrinogen	Total.Solids	Axillary.Body.Temperature	Bone.Thickness	Fingernail.Growth.Rate
Cheracebus_lucifer	PLA_Pitheciidae_Cheracebus_lucifer	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.5	NA	D	Frugivore	AR	1	NA	Forest/Wetlands	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheracebus_lugens	PLA_Pitheciidae_Cheracebus_lugens	NA	NA	NA	Polymorphic	Pair	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	1.49	1.26	D	Frugivore	AR	1	NA	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheracebus_medemi	PLA_Pitheciidae_Cheracebus_medemi	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	1.1	1.31	D	NA	AR	3	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheracebus_purinus	PLA_Pitheciidae_Cheracebus_purinus	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	D	NA	AR	1	NA	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheracebus_regulus	PLA_Pitheciidae_Cheracebus_regulus	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	D	NA	AR	1	NA	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cheracebus_torquatus	PLA_Pitheciidae_Cheracebus_torquatus	NA	NA	NA	Polymorphic	Pair	3.84	NA	NA	NA	NA	NA	NA	NA	NA	1.25	1.28	1.21	D	Frugivore	AR	1	NA	Forest	NA	19.84	1280	1210	1.058	4.8	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.8	1.3165	71.3	4	20	1.059	NA	NA	NA	1.4	Monogamy	Pair	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Monogamous	No	NA	NA	3.9	1280	1210	1.058	4.34	4.1	1.059	1280	NA	NA	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	13	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiropotes_albinasus	PLA_Pitheciidae_Chiropotes_albinasus	NA	7.953845448	4.054216771	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	3.15	2.49	D	Frugivore	AR	3	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	20	1324	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiropotes_chiropotes	PLA_Pitheciidae_Chiropotes_chiropotes	NA	7.915713199	4.043752776	Polymorphic	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	2.9	2.58	D	Frugivore	AR	1	2	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiropotes_israelita	PLA_Pitheciidae_Chiropotes_israelita	NA	NA	NA	NA	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiropotes_sagulatus	PLA_Pitheciidae_Chiropotes_sagulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	D	Frugivore	AR	1	NA	Forest/Savanna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiropotes_satanas	PLA_Pitheciidae_Chiropotes_satanas	1	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.885	3.1	2.96	D	Frugivore	AR	5	1	Forest	48.33	47.51	3100	2960	1.047	18.5	1.5	9	6	NA	160	NA	235.2	NA	NA	NA	NA	NA	2.25	2.5	1.477	15.45	8.17	0.5	1.155	NA	NA	NA	NA	Polygynandry	Polygynandry	NA	NA	NA	NA	NA	NA	NA	160	NA	NA	19.6	NA	Multimale	No	NA	NA	32	2900	2580	1.124	11.09	9.6	1.155	2900	NA	NA	2900	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiropotes_utahickae	PLA_Pitheciidae_Chiropotes_utahickae	NA	NA	NA	Polymorphic	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3.25	2.75	D	Frugivore	AR	4	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorocebus_aethiops	OWM_Cercopithecidae_Chlorocebus_aethiops	1	8.221478947	4.17438727	Trichromatic	Multimale	1.36	Absent	Overlap	High	Polygynandrous	NA	217	NA	NA	4.65	5.77	3.53	D	Omnivore	T	1	2	Savanna/Shrubland	65	59	4400	3039	1.448	19.5	4.1	7.7	1.88	357	162	182	369.6	NA	NA	NA	NA	NA	NA	1.2	NA	10.6	14.3	15.4	1.583	34	21.13	25.63	13.63	Polygynandry	Polygynandry	Sexbiased	Yes	3576	59.9	335.4	1	521	163	259	5.06	30.8	0.164	Multimale	No	1.4	3	28.9	4260	2980	1.43	17.66	9.76	1.809	5300	13	4950	4837	0	0	0	0	0	0	0	0	1	0	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.6	64.3	805	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	9.9	55.4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21472695568557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
